Item,Color,Platform A,Platform B,Platform C
Shorts,Mint,1218,1216,1255
T-Shirts,Gray,1910,1626,827
Skirts,Mint,1801,895,606
Jackets,Purple,693,1162,1140
T-Shirts,Mustard,647,1456,1511
Dresses,Orange,651,1985,1652
Jeans,Mint,1387,789,1010
Shirts,Black,827,1257,638
T-Shirts,Gray,1677,751,516
Shirts,Black,1325,971,583
Jeans,Yellow,1728,1744,1188
Shirts,Yellow,845,770,1730
Shorts,Green,723,1713,1828
Shirts,Mustard,762,927,1822
Jackets,Red,1768,667,732
Skirts,Dark Blue,598,1872,1782
Shorts,Mint,1727,1257,803
T-Shirts,Blue,1935,1956,1396
Dresses,Mustard,1696,1074,1865
Shirts,Dark Red,868,1667,1133
Shirts,Black,1579,1875,1612
Jackets,Dark Blue,1127,912,673
Dresses,Pink,1677,764,882
Shorts,Black,1303,1880,856
Shorts,Brown,1443,1376,1587
Shorts,Dark Blue,742,967,800
T-Shirts,Light Yellow,1549,1514,1821
Jeans,Light Blue,1438,582,1561
Skirts,Coral,1963,1373,1489
Dresses,Red,687,1199,593
Shirts,Mint,796,820,836
Shorts,Purple,1573,1076,1486
Jeans,White,1601,1067,1898
Skirts,Green,912,1189,1401
Dresses,Black,1974,1841,1951
Shirts,Brown,1080,1461,976
Shorts,Dark Green,832,1854,1255
T-Shirts,Mustard,1220,722,1318
Dresses,Dark Green,800,1406,655
Shorts,Mustard,1091,1943,1163
Shirts,Brown,1237,1981,1210
Jeans,Blue,1623,1514,1744
Dresses,Gray,1267,1636,508
Skirts,Light Yellow,1090,951,704
T-Shirts,Green,1801,994,1992
Dresses,Light Yellow,1685,863,1049
Jackets,Dark Green,912,1560,853
Dresses,Coral,509,1025,1683
Jackets,Mustard,1797,663,1788
T-Shirts,Mustard,1276,745,1327
Jackets,Light Blue,1122,1378,916
Jeans,Yellow,840,1469,1745
Skirts,Light Blue,1037,1371,1873
Shirts,Purple,1819,1462,1998
Jeans,Brown,1273,504,1121
Shirts,Light Blue,556,1264,1081
Shorts,Coral,1338,608,1977
Jackets,Dark Blue,1182,1986,1708
Skirts,Dark Blue,1238,1632,538
Jeans,Mint,1520,1997,1524
Dresses,Yellow,1626,1478,1122
Jeans,Mustard,1808,1416,1928
Shirts,Brown,1662,1906,1635
Dresses,Pink,669,1385,1439
T-Shirts,Pink,1377,802,898
Jeans,Pink,1104,1328,923
Jeans,Red,1831,1502,950
Dresses,Red,513,1318,609
Jeans,Dark Blue,898,1974,1295
Dresses,Mustard,1593,1467,1148
T-Shirts,Coral,1350,1414,1689
Jeans,Dark Blue,1046,577,519
Shorts,Light Yellow,1824,1845,1334
Shirts,Brown,1646,1831,1047
Jeans,Mint,782,1896,1318
Dresses,Blue,1061,951,1371
Dresses,Red,1655,676,1282
Shirts,Brown,1941,1508,533
Shirts,Purple,1618,1041,1467
Dresses,Black,1429,567,683
Jackets,Purple,934,894,873
Dresses,Green,1178,1576,644
Jeans,Green,1710,738,524
Dresses,Yellow,1857,1274,1426
Shirts,Green,1137,821,1915
Jeans,Green,1035,1847,675
Dresses,Black,1597,1203,601
T-Shirts,Yellow,1825,1532,1245
Shirts,Mustard,1185,1880,1504
Jackets,Green,1413,895,711
T-Shirts,Black,1214,965,899
Jeans,Mint,589,1372,830
Shirts,Blue,1892,534,1861
Jeans,Coral,1082,1783,595
Skirts,Light Blue,1389,1143,560
Shirts,Green,749,1761,1172
Jeans,Brown,1890,593,937
T-Shirts,Brown,1827,1806,592
Jeans,Light Blue,1237,1231,990
Dresses,Dark Red,1996,859,1273
Shorts,Brown,1497,1337,1998
Dresses,Red,1379,968,1685
T-Shirts,White,796,1742,1257
Jeans,Light Blue,601,1427,626
Shirts,Black,1975,1766,1647
T-Shirts,Dark Blue,795,1562,1959
Jeans,Blue,1592,1401,1433
Skirts,Red,1563,1189,1195
Dresses,White,1574,637,1636
T-Shirts,Gray,1624,731,1530
Jeans,Black,1023,1873,1881
Skirts,Light Blue,1659,1708,1747
Dresses,Brown,1553,1713,1297
Skirts,Yellow,1537,1148,1057
Jackets,Green,695,1492,1649
Shorts,Black,603,1446,1986
T-Shirts,Gray,519,905,1931
Jeans,Dark Red,1157,1235,1924
Skirts,Green,1661,1631,1864
Shorts,Black,1220,1004,905
Skirts,Mint,1344,748,1057
Skirts,White,1597,1438,1540
Shirts,Pink,1372,1465,817
Shorts,Yellow,1777,742,1782
Skirts,Gray,1389,631,1559
Jeans,Red,819,559,1178
Jeans,Black,999,1612,1237
Jeans,Pink,546,511,1481
Shorts,Mint,972,925,805
Dresses,Red,1131,1047,1122
Skirts,Gray,1159,1771,943
Shorts,Yellow,819,1038,1721
T-Shirts,Pink,583,1700,1801
Dresses,Mint,747,630,1208
Jackets,Blue,941,890,1179
Shirts,Red,1019,1829,1833
Jeans,Dark Blue,983,1123,1265
Shirts,Orange,1819,1535,961
Dresses,Dark Red,951,1566,1988
Shorts,Coral,1241,1033,976
Shirts,Light Yellow,894,626,1566
Dresses,Red,1732,580,1921
Jackets,Red,1998,715,1639
Shorts,Light Blue,1343,1371,1931
Shirts,Gray,582,1508,1464
Jeans,Purple,1239,1460,683
Shorts,Mustard,1740,739,517
Jackets,Green,1701,1023,1490
Shorts,Yellow,870,1175,901
Shorts,Light Yellow,963,846,1660
Shorts,Gray,765,1044,1581
Skirts,Dark Blue,1146,597,1459
Jeans,Brown,1483,607,516
Jackets,Light Yellow,1073,1264,1181
Shorts,Black,1959,1994,1700
Jeans,Pink,1339,903,1806
Jeans,Blue,1975,1500,1901
Skirts,Gray,1895,1244,1624
Jeans,Purple,1735,556,1199
Dresses,Red,1889,1965,948
Jackets,White,1051,1590,1441
Shirts,White,1410,1044,1765
Skirts,Dark Blue,633,1787,1660
T-Shirts,Red,1890,1777,1651
Jackets,Black,1899,1155,879
Dresses,Orange,694,1119,513
Jackets,Light Yellow,1932,1509,1992
Skirts,Light Blue,1044,1952,1365
Shirts,Blue,1114,969,1349
Skirts,Dark Blue,825,709,1594
Shorts,Dark Red,1311,705,1888
Dresses,Blue,1451,982,773
Dresses,Dark Blue,1551,1316,1105
Jackets,Brown,1118,1487,1430
T-Shirts,Black,500,700,1939
Jeans,Red,773,968,584
Shirts,Mint,622,1112,1611
Jackets,Yellow,1882,1166,1983
Shorts,Mustard,910,1323,966
Dresses,Black,1932,1561,573
Dresses,Gray,1206,1702,1125
Shirts,Dark Blue,589,1174,1136
Jackets,Brown,1714,510,1809
Shorts,Dark Red,960,1864,1762
Dresses,Purple,1103,1375,1747
T-Shirts,Dark Blue,1028,1569,589
T-Shirts,Coral,1382,1389,1202
Jeans,Purple,1031,1182,505
Shorts,Light Yellow,1502,779,1820
Jackets,Purple,554,1968,1798
Jackets,Yellow,1708,1279,714
Jackets,Dark Blue,1132,1461,1237
Skirts,Blue,1380,1079,1178
Shirts,Red,1903,807,889
T-Shirts,Light Yellow,732,1816,1529
T-Shirts,Gray,1714,805,986
T-Shirts,Red,1661,981,668
T-Shirts,White,1664,1976,1888
Shorts,Pink,1449,1212,629
Jeans,Mustard,1459,823,1992
Dresses,Mint,1349,1367,1635
Jackets,Orange,1764,1347,923
T-Shirts,Pink,1931,1320,1224
Jackets,Dark Red,859,1874,1281
Jeans,Gray,1582,668,927
Shorts,Coral,1941,1395,1607
Skirts,Dark Red,1615,1301,991
Jackets,Green,1840,1030,1933
Dresses,Blue,1047,1139,812
Skirts,Dark Red,578,1847,816
Dresses,Light Blue,1542,1517,1781
Jackets,Coral,1580,1063,1248
Dresses,Coral,1387,1761,505
Dresses,Yellow,1579,1226,505
Jeans,Blue,1859,964,972
Shirts,Dark Blue,1969,1229,1358
Skirts,Dark Blue,1443,1025,621
Dresses,Dark Green,562,1911,1814
Shorts,Green,1028,1485,1256
Dresses,Light Blue,862,1989,1548
T-Shirts,Dark Green,1304,1984,840
Jackets,Dark Green,1744,529,1477
T-Shirts,Light Blue,1844,1186,1323
Jeans,Purple,1564,673,1814
Dresses,Blue,1116,717,978
Skirts,Brown,929,825,1402
Jackets,Gray,1670,992,1762
Skirts,Light Yellow,1514,1020,568
T-Shirts,Purple,1813,1442,1788
T-Shirts,Purple,1821,749,775
Shirts,Light Blue,1274,676,823
Dresses,Dark Red,1495,1774,1940
Dresses,Mint,1197,566,1907
Jackets,Dark Green,1249,1585,1115
T-Shirts,Orange,950,893,1585
Shorts,Dark Red,1898,511,1422
T-Shirts,Purple,1860,1843,647
T-Shirts,Pink,753,947,1728
Shirts,Coral,610,1443,1396
Jackets,Blue,1843,584,1481
Shirts,Gray,1861,1213,1480
Shirts,Brown,1811,1871,1317
Dresses,Gray,1199,1853,879
Shorts,Pink,1004,647,606
Shorts,Gray,1236,685,1780
Shorts,Gray,1969,1451,1925
Shirts,Light Yellow,1611,1776,1700
Dresses,Black,997,1484,1302
T-Shirts,White,1713,872,605
Dresses,White,1135,1741,1946
Shorts,Light Yellow,1424,1126,806
Skirts,Light Yellow,1231,698,1748
Shorts,Coral,1279,1319,666
Jackets,Pink,1399,1815,1460
Shorts,Green,1220,1092,1916
Jeans,Coral,1447,979,1877
Shorts,Brown,1341,1913,1184
Shorts,Light Blue,567,1200,928
T-Shirts,Dark Red,1300,767,934
Skirts,Coral,1892,1887,752
Jeans,Dark Red,1597,1183,959
Skirts,Dark Red,1630,958,1013
Shorts,Blue,1244,710,1053
Shorts,Pink,1581,619,1550
Jeans,Green,729,1156,1356
Jeans,Dark Red,803,1780,1512
Shorts,Dark Green,1740,1793,943
Shirts,Pink,1160,1572,1649
Skirts,Green,853,1418,906
Jackets,Dark Green,1352,1429,995
Skirts,Mint,1228,1085,1976
T-Shirts,Red,1019,1165,897
Jackets,Dark Blue,1984,604,1514
Dresses,Pink,1662,1837,808
Jackets,Red,956,1070,1624
Jackets,Red,999,950,1357
Jackets,Gray,1013,1898,1013
Skirts,Light Blue,1488,1225,1552
Skirts,White,592,906,1287
T-Shirts,Mustard,538,1009,1683
T-Shirts,Light Yellow,964,700,1184
Shirts,Purple,1680,739,668
Jackets,Mustard,1378,964,1917
Dresses,Coral,569,1815,749
Dresses,Brown,1848,993,1347
Shirts,Orange,1375,813,872
Jackets,Blue,755,1147,1160
Jackets,Red,1939,1425,1276
Jackets,Light Yellow,1247,894,953
T-Shirts,Purple,976,1595,1731
Shorts,Dark Blue,1296,996,1277
T-Shirts,Dark Green,1290,1659,506
T-Shirts,Dark Green,1406,1333,935
Shorts,Orange,1657,909,1654
Shorts,Brown,1256,705,1034
Skirts,Orange,1393,692,1395
Dresses,Mint,946,1671,1450
Dresses,Green,1602,823,1398
Jeans,Black,822,667,877
Jeans,Blue,1352,617,1868
Skirts,Orange,1530,821,803
Skirts,Blue,574,581,677
Shorts,Orange,800,1583,976
Dresses,Black,614,1770,925
Jackets,Red,1400,606,1962
Jeans,White,1335,1785,528
Jackets,Light Blue,752,1334,1992
Shirts,Coral,695,1343,699
T-Shirts,Brown,1616,1587,1793
Dresses,Purple,1860,1247,1377
Shirts,Yellow,1859,1465,742
Skirts,Green,951,958,1635
T-Shirts,Yellow,1647,801,743
Skirts,Dark Red,1560,883,1513
Jeans,Dark Blue,772,1812,842
Shorts,Dark Green,1390,1832,1122
Jackets,Pink,1253,842,1226
Shirts,Light Blue,864,1592,709
Shorts,Dark Green,676,905,1779
Shorts,Blue,978,1495,649
Jackets,Dark Red,1362,960,1032
Shorts,Light Blue,1886,1171,1450
T-Shirts,White,1981,1876,1590
T-Shirts,Mustard,962,1231,833
Skirts,Purple,1723,1073,1571
Jackets,Green,1370,1217,1278
Dresses,White,714,1606,1270
Shirts,Orange,1950,1855,835
T-Shirts,Orange,523,1492,825
T-Shirts,Dark Red,708,1194,1668
Jackets,Blue,1202,1894,1218
Jeans,Dark Blue,1786,1279,1054
Shirts,Yellow,1632,582,609
Shirts,Dark Blue,1196,869,1440
Shorts,Mint,687,612,1593
T-Shirts,Dark Red,1133,1232,1853
Jackets,Purple,1938,1030,883
Shirts,Coral,671,1737,807
Shirts,Red,1010,1975,1431
T-Shirts,Light Yellow,1833,1441,1049
T-Shirts,White,1461,1566,1190
Skirts,Mint,1883,1745,1912
Shorts,Red,1609,556,1515
Jackets,Mint,1185,1478,1371
Shorts,White,955,535,1457
Skirts,Black,1758,673,1057
Shorts,Black,1556,986,802
Jackets,Blue,578,1270,1320
Skirts,Light Yellow,678,1143,684
Skirts,Dark Blue,1534,1582,1087
Shirts,Black,927,1399,1160
Jeans,Pink,1532,666,1916
T-Shirts,Green,1196,1796,1901
Shorts,Coral,640,641,1236
T-Shirts,Brown,998,1279,918
Dresses,Pink,1710,1233,551
Jeans,Gray,505,1094,1351
Jackets,Dark Blue,1510,609,1587
Shorts,Dark Blue,1615,588,542
Jeans,Black,1048,868,1825
T-Shirts,Dark Blue,1127,1605,1429
Jeans,Pink,1579,1854,1125
Jackets,Brown,616,1680,1475
Shorts,Red,1709,1232,1765
Shorts,Purple,745,1625,1496
Dresses,Pink,1961,1469,1323
Shirts,White,662,632,1612
Jackets,Purple,1249,1475,536
Skirts,Dark Blue,611,1963,1739
Dresses,Orange,1393,1184,852
Jackets,Black,530,768,555
Jackets,Gray,1600,1718,1505
Shorts,Light Yellow,1716,1619,1654
Skirts,Light Yellow,1415,819,634
T-Shirts,Light Yellow,1344,1640,1590
Shirts,Dark Green,1042,982,1055
Dresses,Brown,1547,901,1419
Jeans,Dark Blue,1205,1596,1487
Shirts,Dark Blue,1338,854,1831
Dresses,White,513,956,1463
Shirts,Pink,908,1922,927
T-Shirts,Brown,1285,525,1120
Shorts,Black,809,1949,1642
Jeans,Green,1573,778,1245
Skirts,Purple,1414,856,630
Skirts,Mint,1126,1240,1354
Jackets,Dark Blue,1601,581,820
Skirts,Yellow,1487,1944,1448
Jackets,Red,1002,1365,947
Dresses,Orange,672,1919,1707
Shirts,Purple,1278,1392,1837
Jeans,Purple,1879,618,1696
Shorts,Orange,1334,1504,741
Jeans,Mustard,1843,1851,1493
Jackets,Light Yellow,1727,576,1987
Dresses,Light Blue,1228,643,814
Jeans,Light Yellow,796,1526,1146
Jeans,Yellow,1766,1621,1973
Shirts,Mustard,881,1007,500
Shirts,Light Yellow,647,1221,585
Jackets,Brown,875,612,1892
Shirts,Dark Blue,648,1559,1518
Dresses,Light Yellow,1620,770,1274
Jackets,White,1187,1775,562
Dresses,Red,1648,958,1708
Dresses,Black,723,1317,1088
Jeans,Dark Blue,1652,1449,1533
Skirts,Coral,1826,1522,1538
Jeans,Yellow,1626,676,1006
Shirts,Orange,768,1756,979
Shorts,Dark Green,1731,1595,1320
Skirts,Yellow,1331,1598,852
T-Shirts,Light Yellow,1633,1521,652
Skirts,Mustard,1474,561,1471
Shirts,Mustard,1978,1171,1800
Shirts,Light Yellow,1799,707,742
Shirts,Green,1634,1258,1344
Jackets,Gray,1076,1071,740
Shorts,Light Yellow,525,1156,520
Shirts,Brown,1283,1356,1635
T-Shirts,White,1176,842,1748
Jackets,Pink,1121,1440,1589
Shorts,Mustard,863,730,1211
Skirts,Yellow,1486,777,1830
T-Shirts,Orange,1437,1261,1969
Jeans,Green,533,1323,907
Skirts,Light Yellow,1090,1722,859
Jeans,Coral,1786,1763,821
Shorts,Orange,664,1000,1884
Jeans,Dark Red,527,1582,1153
Jackets,Light Yellow,1583,1956,1564
Jeans,Purple,915,1959,1625
Jackets,Pink,759,1703,694
Shirts,Purple,727,1713,1315
Shorts,Blue,1281,1787,1113
Skirts,Yellow,1331,1721,1334
Dresses,White,618,1141,1811
Shorts,Blue,1055,1239,548
Skirts,Mint,1158,1535,1175
Shorts,Light Yellow,894,1467,1167
Shirts,Purple,879,612,1741
Skirts,Gray,1326,1063,1790
Jackets,Mint,947,1109,1882
Shirts,Coral,820,1008,1054
Skirts,Coral,1556,931,972
Skirts,Black,1493,1215,1810
Jackets,Coral,1449,1067,621
Jeans,Orange,1205,736,1838
T-Shirts,Pink,1251,807,1569
Skirts,White,1602,1347,1374
Dresses,Light Yellow,1491,917,1911
T-Shirts,Dark Blue,742,720,1837
Dresses,Dark Green,649,607,1533
Jackets,Brown,631,1034,799
Skirts,White,766,1129,1909
Shorts,Black,1336,1410,1061
Shirts,Mustard,1723,504,1988
Jackets,Dark Green,770,851,732
Shorts,Orange,1595,1818,735
Skirts,White,1756,929,559
Shorts,Pink,856,1877,1867
Jeans,Dark Red,1671,1339,615
Shirts,Orange,766,1208,547
Dresses,Mint,973,744,1698
Skirts,Light Blue,1241,858,526
Jackets,Pink,1207,621,1062
Jackets,Coral,1035,1054,1830
Shorts,Red,850,1681,712
Skirts,Red,778,559,1567
Shirts,Brown,750,1747,908
Skirts,Light Blue,1634,1960,1182
T-Shirts,Blue,1527,553,1722
Dresses,Red,1392,1885,1096
Skirts,Orange,508,762,547
Skirts,Coral,649,1162,1893
Shirts,Yellow,1456,1284,1645
Jeans,Gray,1082,1872,889
Jackets,Mint,834,538,1762
Dresses,Dark Blue,1800,1405,1832
T-Shirts,Black,730,1168,827
Jackets,Green,1444,1832,1552
T-Shirts,Blue,1253,1409,554
Shirts,Purple,710,827,1123
T-Shirts,Light Yellow,576,555,1026
Jeans,Mint,945,1066,1221
Skirts,Brown,1159,1567,1936
Dresses,Brown,726,1710,1337
Jackets,Yellow,940,1706,1002
Skirts,Dark Green,730,1902,1361
Shirts,Coral,1407,1990,1697
Skirts,Orange,550,1647,545
Jeans,White,1126,565,1612
T-Shirts,Black,733,1881,955
Jackets,Orange,1315,1830,1260
Dresses,Brown,1535,1614,1635
Jeans,Brown,1506,1316,1602
Jackets,Orange,804,734,1939
Shorts,Light Blue,1958,1952,897
Shirts,Purple,1349,657,978
Dresses,Mint,671,1430,1146
Skirts,Blue,780,609,1840
Shirts,Orange,1793,985,937
Skirts,Black,1639,593,1137
Jeans,Dark Blue,1155,1396,1494
Jackets,Red,647,1734,736
Jeans,Yellow,1382,1151,1142
Shirts,Red,794,857,1909
Shorts,Black,879,1977,1390
T-Shirts,Gray,1971,1431,885
Shirts,Light Yellow,1572,1903,1391
T-Shirts,Dark Red,1864,857,994
Shirts,Pink,1418,1081,1378
Shirts,Mustard,1564,1308,1255
Dresses,Coral,1817,1740,1645
Shorts,Gray,1564,1598,1022
T-Shirts,Yellow,1184,1983,962
T-Shirts,Mint,682,1895,744
Jackets,Black,1618,1622,1487
Jeans,White,892,1000,1355
Skirts,Black,1899,1933,1202
Jeans,Black,1970,733,616
T-Shirts,Orange,708,665,1012
Dresses,Gray,1502,1751,1881
Shorts,Pink,1698,527,763
T-Shirts,Pink,1341,738,1279
Jackets,Light Yellow,760,582,1003
Skirts,Light Yellow,532,1455,1379
Skirts,Yellow,763,515,1911
Shirts,Dark Red,640,1386,1863
Dresses,Black,1634,1102,1940
Jackets,Mustard,1226,1534,1500
Jeans,Black,1914,1024,551
Dresses,Dark Red,520,1092,1851
Shirts,Red,1503,1111,1371
T-Shirts,Coral,1425,1106,892
Shorts,Blue,709,1569,1790
Jackets,Light Blue,1848,1396,1240
Shorts,Mustard,865,1982,1490
Skirts,Red,881,1656,1294
T-Shirts,Mint,1437,884,1650
T-Shirts,Pink,1256,576,1020
Shirts,Green,662,1449,1479
Jeans,Coral,887,883,1059
T-Shirts,Purple,1842,1727,798
Skirts,Purple,1344,1852,1534
Skirts,Dark Blue,802,1684,1038
Jeans,Mustard,1168,1555,1549
Jeans,Mustard,1537,1283,922
Shirts,Light Yellow,1000,713,870
Shorts,Yellow,1872,1762,1491
Dresses,Dark Green,1473,1574,1452
Skirts,Blue,529,623,579
T-Shirts,Green,507,1019,1696
Shirts,Purple,974,1767,1250
Jeans,Mustard,502,690,1486
T-Shirts,Brown,1982,1261,1199
Dresses,Yellow,888,1401,1014
Jackets,Light Yellow,877,1613,525
Jeans,White,1230,1866,1941
Shorts,Green,935,1356,1961
Shorts,White,1206,634,1408
Dresses,Orange,940,1400,625
Dresses,White,1864,1085,831
Skirts,Coral,1708,1476,757
Jackets,Blue,1006,952,1847
Skirts,Dark Blue,849,1396,646
Dresses,Yellow,587,522,1555
Jackets,Black,566,1408,1662
Skirts,Brown,1706,902,1139
Jackets,Light Yellow,1298,1538,1717
Shorts,Light Yellow,823,865,563
Jackets,Light Blue,1544,1481,1012
Shorts,Blue,682,1562,640
Jeans,Light Blue,1859,509,840
Dresses,Light Blue,1422,1309,1806
Dresses,Green,1970,1188,846
Shirts,Light Yellow,1581,1335,821
Shirts,Green,1772,1346,684
Shirts,Green,847,635,618
Shirts,Orange,972,1965,1176
T-Shirts,Red,1501,1293,1947
Shirts,Dark Blue,1209,986,1319
Jeans,Light Yellow,1473,685,810
T-Shirts,Orange,1153,1539,1284
Jeans,Dark Blue,693,1780,1968
Shirts,Purple,749,1372,1193
Dresses,Blue,1242,1214,1493
Shorts,Brown,513,1785,1074
T-Shirts,Mustard,558,1472,1112
Shorts,Dark Blue,1180,1042,1864
Dresses,Mustard,1468,1640,925
Shorts,Orange,984,1885,827
Jeans,Light Yellow,623,1719,1060
Jeans,Dark Green,1915,1190,1314
T-Shirts,Purple,651,1347,1091
Shorts,Purple,1855,834,1584
Shorts,Blue,1080,1061,1732
Jackets,Light Yellow,1189,1823,1234
Jeans,Mint,1078,1835,1789
Jackets,Dark Red,945,1844,1617
T-Shirts,Pink,979,716,911
Jeans,Brown,1316,1639,1619
Dresses,Orange,1505,1764,1529
Skirts,Mustard,1132,1454,1481
Shirts,Green,1076,732,1664
Shirts,Light Blue,1117,1820,1092
Skirts,Black,1343,1265,768
Skirts,Blue,525,1288,1708
T-Shirts,Red,971,1803,1251
Jeans,Dark Green,1277,1798,784
Dresses,Red,695,536,829
Shirts,Pink,927,1243,1677
Skirts,White,1851,1582,1048
Jackets,Mustard,624,605,1176
Shorts,Yellow,1490,594,1314
Jackets,Orange,1790,502,1311
Shorts,Blue,1718,535,1584
Skirts,Green,718,1159,1513
Shorts,Mint,1302,636,524
Skirts,Gray,807,1254,1159
Jeans,Light Yellow,552,523,962
Jackets,Purple,1489,543,1423
Dresses,Red,1329,886,770
Skirts,Orange,1309,1659,669
Dresses,Yellow,1791,1544,735
Shirts,Gray,658,1766,1924
T-Shirts,Brown,680,763,1873
T-Shirts,Green,568,1255,528
Shirts,Red,1299,1139,1251
T-Shirts,Black,1523,1708,832
Skirts,Pink,1930,676,1076
Jackets,Dark Blue,1370,894,1051
Shorts,Black,1193,1834,1608
Jeans,Blue,1292,1348,892
T-Shirts,Light Yellow,1875,692,1531
Shirts,Green,1692,1819,1910
Jeans,Pink,506,915,1751
Shirts,Purple,1333,1588,1084
Skirts,Green,889,1330,644
Shirts,Light Blue,933,606,603
Jackets,Dark Red,1015,860,1531
Skirts,Mint,747,1823,1710
T-Shirts,Mint,1529,1501,1226
Jeans,Dark Green,1238,1315,805
Dresses,Dark Red,882,1689,1128
Jackets,Black,1300,1088,1177
Jeans,Mint,1279,904,1581
Dresses,Purple,715,1950,557
Shorts,Mustard,1146,1876,1517
T-Shirts,Green,1347,594,1345
Shirts,Pink,685,1709,1390
Shorts,Dark Green,1839,669,1054
Jackets,Mustard,1467,1472,1145
Jackets,Brown,1147,507,537
Skirts,Orange,556,1087,1537
Skirts,Dark Blue,1786,1018,1650
Shorts,Brown,913,1117,1559
Skirts,Dark Red,674,1566,907
Shorts,Green,1791,1741,1070
T-Shirts,Light Yellow,1111,1304,1282
T-Shirts,Green,757,1516,797
Jackets,Mustard,1568,1848,1267
Dresses,Coral,690,1823,1465
Jeans,Dark Green,1798,1700,905
Jeans,Orange,1187,881,1633
Shorts,Purple,1498,1503,1422
Shirts,Light Yellow,1366,1049,974
Dresses,Pink,941,1337,1121
T-Shirts,Coral,948,1596,510
T-Shirts,Green,1807,1858,1952
Skirts,Orange,1326,1484,1371
Dresses,Pink,891,1471,1933
Dresses,Pink,1638,1407,507
T-Shirts,Red,1083,1304,563
Dresses,Brown,931,1770,1454
Skirts,Blue,787,1779,1353
Skirts,Red,861,1469,1438
Jackets,Gray,804,1315,1981
T-Shirts,Pink,1784,552,1888
T-Shirts,Mint,1014,1588,1005
Dresses,Black,1748,1593,1251
Jackets,Yellow,1375,1859,1755
Dresses,Dark Blue,1169,1897,896
Jackets,Red,1918,843,1091
Jackets,Black,631,1798,1583
Jackets,Light Blue,1588,1901,920
Jeans,Red,557,1641,1585
Dresses,Pink,1080,1194,573
Shorts,Dark Green,1004,1565,1824
Dresses,Black,972,1390,1960
Shirts,Red,1400,841,1993
Jackets,Brown,1877,1311,1051
T-Shirts,Purple,1535,1446,1290
Dresses,Black,785,585,704
Shirts,Black,726,1086,920
Dresses,Coral,1203,1189,1230
T-Shirts,Red,1572,579,1511
Jeans,Purple,1045,868,1484
Jackets,Dark Blue,1903,1164,636
Shorts,Mustard,1039,1299,907
Jackets,Yellow,1024,536,1954
Shorts,Green,1495,1544,1504
Skirts,Light Yellow,1517,1704,1554
T-Shirts,Coral,618,1075,894
T-Shirts,Pink,596,1137,825
Shirts,Brown,1752,1704,671
Shirts,Mint,1098,1111,1336
Shirts,Dark Red,1478,506,1845
Jeans,Brown,1615,799,1259
Shirts,White,1683,1863,1948
T-Shirts,Orange,1217,1256,930
Shirts,Yellow,1082,1811,1600
Dresses,Orange,1019,758,1207
Shorts,Black,1745,1055,1130
Dresses,Green,1623,1681,1480
Skirts,Brown,785,1934,860
Dresses,Green,753,1913,1195
Skirts,Pink,778,1238,1026
Shorts,Dark Red,1828,940,1983
Dresses,Purple,1749,1469,1537
Shorts,Dark Green,1827,1916,726
Jeans,Dark Blue,974,876,828
Skirts,Purple,1131,813,1620
Shorts,Red,1737,882,1381
Dresses,Gray,1639,932,1221
Skirts,Dark Blue,1564,843,1895
Shorts,Mint,1686,1005,1518
Jackets,Green,1133,924,1360
Skirts,Red,922,641,1734
Dresses,Brown,783,566,520
T-Shirts,White,1126,714,1500
Shirts,Black,1346,1184,1529
Skirts,Brown,1049,681,1557
Jackets,Pink,1598,1157,1494
Skirts,Mint,855,1337,1954
Skirts,Orange,1941,1073,1299
Shirts,Dark Blue,1267,674,1793
Jackets,Blue,1324,1612,824
Skirts,White,834,1031,1009
Shorts,Mint,1646,1400,1485
Skirts,Mint,1886,1524,1554
Dresses,Orange,1259,948,1091
T-Shirts,Brown,1130,735,1138
Jackets,Orange,726,1470,1422
Jeans,Coral,523,1644,1768
Jeans,Light Blue,1115,1868,1730
Jackets,Brown,644,637,1505
Shirts,Green,1239,639,568
Jackets,Light Blue,709,944,907
Jackets,Dark Red,1617,1017,1122
Jeans,Light Blue,1963,1486,1044
T-Shirts,Green,1392,1153,1000
Jeans,Pink,725,1748,1486
T-Shirts,Green,1569,760,1216
T-Shirts,Dark Blue,601,856,1572
Dresses,Light Yellow,1258,920,983
Jeans,Pink,1289,1973,1883
Skirts,Red,1787,1429,1152
Jackets,Blue,1758,1517,725
Shirts,Purple,841,1871,1861
Skirts,Yellow,1543,1130,1954
Jeans,Gray,567,1375,1575
Jeans,Dark Red,1893,875,1721
Skirts,Brown,1728,1567,1297
Dresses,Light Blue,1603,1998,1351
Jeans,Orange,1722,521,836
Dresses,Green,1218,1308,511
Shorts,Mint,1974,1034,1240
Jackets,Dark Blue,695,855,1673
Jackets,Yellow,1447,706,1118
Shirts,Yellow,1231,1727,1873
Jeans,Dark Red,1106,1352,956
Skirts,Light Blue,531,1707,829
Dresses,Pink,1127,515,1954
Shirts,Yellow,981,694,1637
T-Shirts,Coral,1115,582,1660
Shirts,Dark Red,861,722,1817
Dresses,Orange,1329,1739,992
Jeans,Pink,1899,810,500
Jeans,Purple,1961,1964,739
T-Shirts,Light Blue,1851,781,1645
Shorts,Dark Red,935,1915,741
Dresses,Red,1382,638,1951
Jeans,Brown,1389,1611,1357
Jeans,Coral,1789,1592,1163
Dresses,Dark Blue,1691,1576,1252
